Institution Name,Region,Institution Type,Country,Fiscal Year,Sub-Type
Central Bank of Indonesia (Bank of Indonesia),Other,Central Banks / Official Institutions,USD,FY11,
Central Bank of Indonesia (Bank of Indonesia),Other,Central Banks / Official Institutions,USD,FY11,
Central Bank of Jordan,Other,Central Banks / Official Institutions,USD,FY11,
Central Bank of Kazakhstan (National Bank of Kazakhstan),Asia,Central Banks / Official Institutions,USD,FY11,
Central Bank of Korea (Bank of Korea),Asia,Central Banks / Official Institutions,USD,FY11,
Central Bank of Korea (Bank of Korea),Asia,Central Banks / Official Institutions,USD,FY11,
Central Bank of Korea (Bank of Korea),Asia,Central Banks / Official Institutions,USD,FY11,
Central Bank of Norway (Norges Bank),Other,Central Banks / Official Institutions,USD,FY11,
Central Bank of Norway (Norges Bank),Other,Central Banks / Official Institutions,USD,FY11,
Central Bank of Papua New Guinea (Bank of Papua New Guinea),Other,Central Banks / Official Institutions,USD,FY11,
Central Bank of Spain,Other,Central Banks / Official Institutions,USD,FY11,
Centrobanca - Banca di Credito,Other,Banks / Corporates,USD,FY11,Bank
Centrobanca - Banca di Credito,Other,Banks / Corporates,USD,FY11,Bank
Citi ,Other,Banks / Corporates,USD,FY11,Bank Treasuries
CM-CIC Asset Management,Other,Banks / Corporates,USD,FY11,
CM-CIC Asset Management,Other,Banks / Corporates,USD,FY11,
CO-LEADS,Other,Other,USD,FY11,
Colorado Public Employees Retirement Fund (PERA),Other,Central Banks / Official Institutions,USD,FY11,
COLUMBUS LLC,Other,Asset Managers,USD,FY11,
Credicorp Bank,Other,Banks / Corporates,USD,FY11,Bank
Delaware Investments,Other,Central Banks / Official Institutions,USD,FY11,
DELTA LLOYD AM,Other,Asset Managers,USD,FY11,
Dexia Banque Internationale a Luxembourg SA,Other,Banks / Corporates,USD,FY11,Bank
DIAM,Other,Other,USD,FY11,
DRW,Other,Other,USD,FY11,
DZ Bank ,Other,Banks / Corporates,USD,FY11,Bank
EAGLE AM,Other,Other,USD,FY11,
Fidelity,Other,Asset Managers,USD,FY11,
Goldman Sachs,Other,Banks / Corporates,USD,FY11,Bank
Goldman Sachs Asset Management,Other,Asset Managers,USD,FY11,
HSBC,Other,Banks / Corporates,USD,FY11,Bank Treasuries
HSBC,Other,Banks / Corporates,USD,FY11,Bank Treasuries
Johann Berenberg Gossler - Hamburg,Other,Banks / Corporates,USD,FY11,
JP Morgan,Other,Banks / Corporates,USD,FY11,Bank Treasuries
JPMorgan Asset Management,Other,Asset Managers,USD,FY11,
JPMorgan Asset Management,Other,Asset Managers,USD,FY11,
Korean Investment Corporation (KIC),Other,Central Banks / Official Institutions,USD,FY11,
Kuwait Investment Office (KIO),Other,Central Banks / Official Institutions,USD,FY11,
Lombard Odier,Other,Banks / Corporates,USD,FY11,
Meliorbanca SpA - Retail Bank,Other,Banks / Corporates,USD,FY11,
Millennium Partners ,Other,Asset Managers,USD,FY11,
Millennium Partners ,Other,Asset Managers,USD,FY11,
Monetary Authority of Macau (AMCM),Other,Central Banks / Official Institutions,USD,FY11,
Morgan Stanley Asset Management (MSAM),Other,Asset Managers,USD,FY11,
MS X10,Other,Other,USD,FY11,
National Bank of Slovakia,Other,Central Banks / Official Institutions,USD,FY11,
National Bank of Slovakia,Other,Central Banks / Official Institutions,USD,FY11,
National Commercial Bank of Saudi Arabia,Other,Banks / Corporates,USD,FY11,Bank Treasuries
NISA Inv Advisors,Other,Asset Managers,USD,FY11,
NISA Inv Advisors,Other,Asset Managers,USD,FY11,
Northern Trust ,Other,Asset Managers/Pension/Insurance Funds,USD,FY11,
Nova Ljublanska Banka,Other,Banks / Corporates,USD,FY11,Bank
Platinum Grove Asset Mgmt LP,Other,Asset Managers,USD,FY11,
PPM Americas Inc,Other,Other,USD,FY11,
Prudential Asset Management,Other,Asset Managers,USD,FY11,
Rabobank,Other,Banks / Corporates,USD,FY11,Bank Treasuries
Rabobank,Other,Banks / Corporates,USD,FY11,Bank Treasuries
RBC,Other,Banks / Corporates,USD,FY11,Bank Treasuries
Saudi Arabian Monetary Agency (SAMA),Other,Central Banks / Official Institutions,USD,FY11,
Sky Capital,Other,Other,USD,FY11,
Sky Capital,Other,Other,USD,FY11,
SMBC Nikko,Other,Banks / Corporates,USD,FY11,Bank Treasuries
State Administration of Foreign Exchange (SAFE),Other,Central Banks / Official Institutions,USD,FY11,
State Administration of Foreign Exchange (SAFE),Other,Central Banks / Official Institutions,USD,FY11,
State of New Jersey,Other,Central Banks / Official Institutions,USD,FY11,
TIAA Cref,Other,Insurance / Pension,USD,FY11,Public
TIAA Cref,Other,Insurance / Pension,USD,FY11,Public
Travelers,Other,Insurance / Pension,USD,FY11,
UBS Asset Management,Other,Asset Managers,USD,FY11,
Vanguard,Other,Asset Managers,USD,FY11,
xxx,Other,Central Banks / Official Institutions,USD,FY11,
TD ACCOUNT X3 -TD Treasury,Americas,Banks/Bank Treasuries/Corporates,USD,FY17,Bank Treasuries
3M Company,Americas,Banks / Corporates,USD,FY14,
AP2,Europe,Pension,USD,FY14,
AP3,Europe,Pension,USD,FY14,
Blackrock,Americas,Asset Managers,USD,FY14,
Breckinridge Capital,Americas,Asset Managers,USD,FY14,
California (State),Americas,Central Banks / Official Institutions,USD,FY14,
California State Teachers Retirement (CalSTRS),Americas,Insurance / Pension,USD,FY14,
Calvert,Americas,Asset Managers,USD,FY14,
DBAM,Americas,Asset Managers,USD,FY14,
Everence Association (Praxis),Americas,Asset Managers,USD,FY14,
New York State Insurance Fund,Americas,Insurance / Pension,USD,FY14,
Nikko AM,Japan,Asset Managers,USD,FY14,
Pax,Americas,Asset Managers,USD,FY14,
SEB Wealth,Europe,Asset Managers,USD,FY14,
State Street High Quality Green Bond Fund,Americas,Asset Managers,USD,FY14,
TIAA Cref,Americas,Central Banks / Official Institutions,USD,FY14,
Trillium,Americas,Asset Managers,USD,FY14,
African Development Bank,Middle East & Africa,Central Banks / Official Institutions,USD,FY09,
African Development Bank,Middle East & Africa,Central Banks / Official Institutions,USD,FY09,
AMF PENSION,Europe,Asset Managers,USD,FY09,
AP4,Europe,Pension,USD,FY09,
Arab Banking Corporation,Middle East & Africa,Asset Managers,USD,FY09,
ARAB INSURANCE GROUP,Americas,Asset Managers,USD,FY10,
ARCH CAPITAL,Americas,Insurance / Pension,USD,FY10,
ARNER SA,Europe,Asset Managers,USD,FY09,
BANCA DEL SEMPIONE,Europe,Banks / Corporates,USD,FY09,Bank Treasuries
Banca della Svizzera (BSI),Europe,Asset Managers,USD,FY09,
BANCA MORA ANDORA,Middle East & Africa,Banks / Corporates,USD,FY09,Bank Treasuries
BANCA PROMOS SPA,Europe,Banks / Corporates,USD,FY09,Bank Treasuries
BANK JULIUS BAER & CO AG.,Europe,Banks / Corporates,USD,FY09,Bank Treasuries
BANK JULIUS BAER & CO AG.,Europe,Banks / Corporates,USD,FY09,Bank Treasuries
Bank Negara Malaysia,Asia,Central Banks / Official Institutions,USD,FY09,
Bank Negara Malaysia,Asia,Central Banks / Official Institutions,USD,FY09,
Banque de France,Europe,Central Banks / Official Institutions,USD,FY09,
Banque Syz,Europe,Banks / Corporates,USD,FY09,Bank
Blackrock,Americas,Asset Managers,USD,FY10,
BNP Paribas,Europe,Asset Managers,USD,FY09,
BNP Paribas,Asia,Banks / Corporates,USD,FY09,Bank Treasuries
BNP Paribas,Europe,Asset Managers,USD,FY09,
Bridport,Europe,Asset Managers,USD,FY09,
Central Bank of Algeria,Middle East & Africa,Central Banks / Official Institutions,USD,FY09,
Central Bank of Brazil,Americas (Non US),Central Banks / Official Institutions,USD,FY09,
Central Bank of Brazil,Americas (Non US),Central Banks / Official Institutions,USD,FY09,
Central Bank of Brunei (Brunei Investment Agency),Asia,Central Banks / Official Institutions,USD,FY09,
Central Bank of Estonia (Bank of Estonia),Europe,Central Banks / Official Institutions,USD,FY09,
Central Bank of Germany (Deutsche Bundesbank),Europe,Central Banks / Official Institutions,USD,FY09,
Central Bank of Hungary (National Bank of Hungary),Europe,Central Banks / Official Institutions,USD,FY09,
Central Bank of India (Reserve Bank of India),Asia,Central Banks / Official Institutions,USD,FY09,
Central Bank of India (Reserve Bank of India),Asia,Central Banks / Official Institutions,USD,FY09,
Central Bank of Indonesia (Bank of Indonesia),Asia,Central Banks / Official Institutions,USD,FY09,
Central Bank of Jordan,Europe,Central Banks / Official Institutions,USD,FY09,
Central Bank of Korea (Bank of Korea),Asia,Central Banks / Official Institutions,USD,FY09,
Central Bank of Korea (Bank of Korea),Asia,Central Banks / Official Institutions,USD,FY09,
Central Bank of Latvia,Europe,Central Banks / Official Institutions,USD,FY09,
Central Bank of Libya,Middle East & Africa,Central Banks / Official Institutions,USD,FY09,
Central Bank of Morocco (Bank Al-Maghrib),Middle East & Africa,Central Banks / Official Institutions,USD,FY09,
Central Bank of Netherlands,Europe,Central Banks / Official Institutions,USD,FY09,
Central Bank of Papua New Guinea (Bank of Papua New Guinea),Asia,Central Banks / Official Institutions,USD,FY09,
Central Bank of Phillipines (Bangko Sentral ng Pilipinas),Asia,Central Banks / Official Institutions,USD,FY09,
Central Bank of Poland (National Bank of Poland),Asia,Central Banks / Official Institutions,USD,FY09,
Central Bank of Tanzania (Bank of Tanzania),Middle East & Africa,Central Banks / Official Institutions,USD,FY09,
Central Bank of Turkey,Middle East & Africa,Central Banks / Official Institutions,USD,FY09,
Central Bank of Ukraine,Europe,Central Banks / Official Institutions,USD,FY09,
Central Bank of Uruguay ,Americas (Non US),Central Banks / Official Institutions,USD,FY09,
CHINA MERCHANTS BANK,Asia,Banks / Corporates,USD,FY09,Bank Treasuries
CIE MONEGASQUE,Europe,Banks / Corporates,USD,FY09,Bank Treasuries
Citi ,Other,Banks / Corporates,USD,FY09,Bank Treasuries
Clariden,Europe,Asset Managers,USD,FY09,
CONSTANTIA PRIVATE BANK,Europe,Banks / Corporates,USD,FY09,Bank Treasuries
Coutts & Co Ltd,Asia,Asset Managers,USD,FY09,
CREDIT FONCIER DE MONACO,Europe,Banks / Corporates,USD,FY09,Bank Treasuries
Credit Suisse Asset Mgmt.,Europe,Asset Managers,USD,FY09,
Credit Suisse Private Bank,Europe,Banks / Corporates,USD,FY09,Bank
Dar Management Group,Americas,Asset Managers,USD,FY10,
Fondo Latino Americano (FLAR),Americas (Non US),Central Banks / Official Institutions,USD,FY09,
TD Acct X  2 _Tdtreasury,Americas,Banks / Bank Treasuries / Corporates,USD,FY18,Bank Treasuries
General Motors Investment Management Corporation,Americas,Asset Managers,USD,FY10,
Goldman Sachs Asset Management,Americas,Asset Managers,USD,FY10,
Goldman Sachs Asset Management,Europe,Asset Managers,USD,FY09,
Government of Singapore Inv. Corp. (GIC),asia,Central Banks / Official Institutions,USD,FY09,
HARTFORD INVESTMENT MANAGEMENT,Americas,Asset Managers,USD,FY10,
Hong Kong Monetary Authority (HKMA),Asia,Central Banks / Official Institutions,USD,FY09,
HSBC,Asia,Banks / Corporates,USD,FY09,Bank Treasuries
HSBC,Europe,Banks / Corporates,USD,FY09,Bank Treasuries
TD Bank NA,Americas,Banks / Bank Treasuries / Corporates,USD,FY17,Bank Treasuries
HSBC,Europe,Banks / Corporates,USD,FY09,Bank Treasuries
HSBC ,Europe,Banks / Corporates,USD,FY09,Bank Treasuries
HSBC Asset Management,Europe,Asset Managers,USD,FY09,
JPMorgan Asset Management,Americas,Asset Managers,USD,FY10,
Kuwait Investment Office (KIO),Europe,Central Banks / Official Institutions,USD,FY09,
LAZARD FRERES ASSET MGMT,Americas,Asset Managers,USD,FY10,
Liberty Mutual Fund Group,Europe,Asset Managers,USD,FY09,
LIBERTY MUTUAL LIFE INSURANCE,Americas,Insurance / Pension,USD,FY10,
Lisi,Americas,Asset Managers,USD,FY10,
TD Bank NA,Americas,Banks / Bank Treasuries / Corporates,USD,FY17,Bank Treasuries
Lombard Odier,Europe,Banks / Corporates,USD,FY09,
MACKAY SHIELDS,Americas,Asset Managers,USD,FY10,
National Commercial Bank of Saudi Arabia,Middle East & Africa,Banks / Corporates,USD,FY09,Bank Treasuries
NBK FINANCE SA,Americas,Asset Managers,USD,FY10,
Nomura AM,Asia,Asset Managers,USD,FY09,
PENSIONS FORSIKRINGS ANSTALTEN,Europe,Pension,USD,FY09,
"Petrolian Nasional Berhad, Kuala Lumpur",Asia,Central Banks / Official Institutions,USD,FY09,
Pictet & Cie.,Europe,Asset Managers,USD,FY09,
Pictet & Cie.,Europe,Asset Managers,USD,FY09,
Publica - Swiss Federal Pension Fund,Europe,Central Banks / Official Institutions,USD,FY09,
Standish Mellon AM,Americas,Asset Managers,USD,FY10,
State Administration of Foreign Exchange (SAFE),Asia,Central Banks / Official Institutions,USD,FY09,
State Administration of Foreign Exchange (SAFE),Asia,Central Banks / Official Institutions,USD,FY09,
State Street Global Advisors (SSGA),Americas,Asset Managers,USD,FY10,
STERLING CAPITAL MANAGEMENT,Americas,Asset Managers,USD,FY10,
TD Liquidity,Europe,Banks / Corporates,USD,FY17,Bank Treasuries
T ROWE PRICE,Americas,Asset Managers,USD,FY10,
The Vatican,Europe,Central Banks / Official Institutions,USD,FY09,
Threadneedle Asset Management Ltd.,Europe,Asset Managers,USD,FY09,
Travelers,Americas,Insurance / Pension,USD,FY10,
TD Liquidity book,Europe,Banks / Banks Treasuries / Corporates,USD,FY16,Bank Treasuries
UBS,Europe,Asset Managers,USD,FY09,
UBS,Europe,Asset Managers,USD,FY09,
UBS Asset Management,Americas,Asset Managers,USD,FY10,
Union Bancaire Privee (UBP),Europe,Banks / Corporates,USD,FY09,Bank
United Nations,Americas,Central Banks / Official Institutions,USD,FY10,
United Nations,Americas,Central Banks / Official Institutions,USD,FY10,
Vanguard,Americas,Asset Managers,USD,FY10,
Western Asset Management Company (WAMCO),Europe,Asset Managers,USD,FY09,
xxx,Asia,Central Banks / Official Institutions,USD,FY09,
Z - Co leads,Asia,Other,USD,FY09,
Zurcher Kantonalbank,Europe,Banks / Corporates,USD,FY09,Bank
ASAHI MUTUAL LIFE INSURANCE,Asia,Pension / Insurance,USD,FY15,
Baloise Asset Management Schweiz AG,Europe,Asset Managers,USD,FY15,
Bank J. Safra Sarasin ,Europe,Banks / Corporates,USD,FY15,Bank
Berner Kantonalbank AG,Europe,Banks / Corporates,USD,FY15,Bank
Blackrock ,Americas,Asset Managers,USD,FY15,
Deutsche Asset & Wealth Management Investment GmbH,Europe,Asset Managers,USD,FY15,
Deutsche Treasury,Americas,Banks / Corporates,USD,FY15,Bank Treasuries
Donner & Reuschel AG,Europe,Asset Managers,USD,FY15,
Everence Securities Inc.,Americas,Asset Managers,USD,FY15,
Fjarde AP-Fonden,Europe,Pension / Insurance,USD,FY15,
MS Investment With Impact,Americas,Asset Managers,USD,FY15,
NATIONAL COMMERCIAL BANK,Middle East and Africa,Banks / Corporates,USD,FY15,Bank Treasuries
Natixis AM,Europe,Asset Managers,USD,FY15,
Nikko Asset Management Europe Ltd,Europe,Asset Managers,USD,FY15,
Nippon Life,Asia,Pension / Insurance,USD,FY15,
Resona Bank,Asia,Banks / Corporates,USD,FY15,Bank Treasuries
Second Swedish National Pension Fund,Europe,Pension / Insurance,USD,FY15,
State Street Global Advisors Inc.,Americas,Asset Managers,USD,FY15,
UBS AG (Switzerland),Europe,Asset Managers,USD,FY15,
United Nations,Americas,Pension / Insurance,USD,FY15,
VP Bank AG,Europe,Banks / Corporates,USD,FY15,Bank
Zuercher Kantonalbank AG,Europe,Banks / Corporates,USD,FY15,Bank
6X,Asia,Banks / Corporates,USD,FY13,
Abu Dhabi Investment Authority (ADIA),Middle East & Africa,Central Banks / Official Institutions,USD,FY13,
"AIOI Life (Japan, Life Insurance)",Asia,Insurance / Pension,USD,FY13,
#REF!,Europe,Insurance / Pension,USD,FY13,
#REF!,Europe,Pension,USD,FY13,
Arab Banking Corporation,Middle East & Africa,Banks / Corporates,USD,FY13,Bank Treasuries
Bankhaus Lampe ,Europe,Banks / Corporates,USD,FY13,Bank
#REF!,Europe,Banks / Corporates,USD,FY13,Bank
Banque et Caisse d'Epargne de l'Etat (BCEE),Europe,Banks / Corporates,USD,FY13,Bank
BNP Paribas,Europe,Banks / Corporates,USD,FY13,Bank Treasuries
#REF!,Europe,Banks / Corporates,USD,FY13,Bank Treasuries
BTG ,Americas,Asset Managers,USD,FY13,
#REF!,Americas,Asset Managers,USD,FY13,
#REF!,Americas,Insurance / Pension,USD,FY13,
#REF!,Europe,Central Banks / Official Institutions,USD,FY13,
#REF!,Americas,Asset Managers,USD,FY13,
#REF!,Europe,Banks / Corporates,USD,FY13,Bank
Fidelity,Europe,Asset Managers,USD,FY13,
General Motors Investment Management Corporation,Americas,Banks / Corporates,USD,FY13,
Goldman Sachs,Europe,Banks / Corporates,USD,FY13,Bank
Helvetia Patria Versicherungen,Europe,Insurance / Pension,USD,FY13,
#REF!,Europe,Insurance / Pension,USD,FY13,
HSBC ,Europe,Banks / Corporates,USD,FY13,Bank Treasuries
JP Morgan,Europe,Banks / Corporates,USD,FY13,Bank
Liechtensteinische Landesbank ,Europe,Banks / Corporates,USD,FY13,Bank
New York State Insurance Fund,Americas,Insurance / Pension,USD,FY13,
#REF!,Americas,Insurance / Pension,USD,FY13,
NY Life,Americas,Insurance / Pension,USD,FY13,
OeVag,Europe,Banks / Corporates,USD,FY13,Bank
#REF!,Europe,Asset Managers,USD,FY13,
#REF!,Americas,Asset Managers,USD,FY13,
Rabobank,Europe,Banks / Corporates,USD,FY13,Bank Treasuries
#REF!,Asia,Banks / Corporates,USD,FY13,Bank Treasuries
St Paul Travellers Insurance Company ,Americas,Insurance / Pension,USD,FY13,
State Street Global Advisors (SSGA),Americas,Asset Managers,USD,FY13,
Susquehanna,Americas,Banks / Corporates,USD,FY13,
#REF!,Europe,Asset Managers,USD,FY13,
TIAA Cref,Americas,Insurance / Pension,USD,FY13,
Vanguard,Americas,Asset Managers,USD,FY13,
#REF!,Europe,Asset Managers,USD,FY13,
xxx,Asia,Central Banks / Official Institutions,USD,FY13,
xxx,Asia,Central Banks / Official Institutions,USD,FY13,
xxx,Asia,Central Banks / Official Institutions,USD,FY13,
UBS,Domestic,Banks / Corporates,,,
UBS,Europe,Banks / Corporates,,,
UBS ,Europe,Bank / Corporates,,,
UBS Asset Management,Domestic,Asset Manager,,,
UBS Asset Management,Australia,Asset Managers,,,
UBS Asset Management,Europe,Asset Managers,,,
UBS Asset Management,Australia,Fund Managers,,,
UBS Global Asset Management,Australia,Asset Managers,,,
Unisuper,Australia,Asset Managers,,,
United Nations,US,Central Banks / Official Institutions,,,
United Nations,US,Central Banks / Official Institutions,,,
UOB Asset Management,Asia,Asset Managers,,,
Vanguard,Domestic,Asset Manager,,,
Vanguard,Americas,Asset Managers,,,
Vanguard,Domestic,Asset Managers,,,
Vanguard,Non-Japan Asia,Asset Managers,,,
Vanguard,Australia,Asset Managers,,,
Vanguard,Domestic,Asset Managers,,,
Vanguard,Domestic,Asset Managers,,,
Vanguard,Non-Japan Asia,Asset Managers,,,
Vanguard,Australia,Asset Managers,,,
Vanguard,Australia,Asset Managers,,,
VERWALTUNGS AND PRIVATEBK AG,Europe,Bank / Corporates,,,
Vicotrian Funds Management Corporation,Australia,Asset Managers,,,
Wellington Management Company,Americas,Asset Managers,,,
Western Asset Management Company (WAMCO),Domestic,Asset Manager,,,
Western Asset Management Company (WAMCO),Non-Japan Asia,Asset Managers,,,
Western Asset Management Company (WAMCO),Domestic,Asset Managers,,,
Westpac,Australia,Banks / Corporates,,,
Westpac,Australia,Banks / Corporates,,,
Westpac,Australia,Banks / Corporates,,,
ZKB,Europe,Bank / Corporates,,,
Zurcher Kantonalbank,Europe,Banks / Corporates,,,
"AGRI BK OF CHINA,BEIJING",Asia,Banks/Bank Treasuries/Corporates,USD,FY17,Bank Treasuries
Alaska Permanent Fund,Americas,Central Banks / Official Institutions,USD,FY17,
Asian Development Bank (SG),Asia,Central Banks / Official Institutions,USD,FY17,
Banco Inversis Net S.A.,Europe,Banks/Bank Treasuries/Corporates,USD,FY17,Bank
"BANGKO SENTRAL NG PILIPINAS, MANILA",Asia,Central Banks / Official Institutions,USD,FY17,
BANK OF CANADA,Americas,Central Banks / Official Institutions,USD,FY17,
BANK OF KOREA USA,Asia,Central Banks / Official Institutions,USD,FY17,
"BANK OF KOREA, SEOUL",Asia,Central Banks / Official Institutions,USD,FY17,
"BANKHAUS LAMPE KG, DUSS",Europe,Banks/Bank Treasuries/Corporates,USD,FY17,Bank Treasuries
"BANQUE CANTONALE DE GENEVE, GENEVA",Europe,Central Banks / Official Institutions,USD,FY17,
"BANQUE ET CAISSE D'EPARGNE DE L'ETAT, LUXEMBOURG",Europe,Banks/Bank Treasuries/Corporates,USD,FY17,Bank Treasuries
"BANQUE PROFIL DE GESTION SA, GENEVA",Europe,Banks/Bank Treasuries/Corporates,USD,FY17,Bank Treasuries
BARCLAY'S BANK PLC,Europe,Banks/Bank Treasuries/Corporates,USD,FY17,Bank Treasuries
BLACKROCK FIN MGMT GRP OF FUNDS,Americas,Asset Managers/Insurance/Pension Funds,USD,FY17,
BMO X1 -Arch Capital Insurance,Americas,Asset Managers/Insurance/Pension Funds,USD,FY17,
BMO X2 - Neurberger Berman,Americas,Asset Managers/Insurance/Pension Funds,USD,FY17,
"BNP PARIBAS SA, LONDON",Europe,Banks/Bank Treasuries/Corporates,USD,FY17,Bank Treasuries
TD Securities,Americas,Banks/Pension/Insurance,USD,FY19,Bank Treasuries
CAPITAL RESEARCH AND MANAGEMENT CO,Americas,Asset Managers/Insurance/Pension Funds,USD,FY17,
Castleoak X1 -Port of Portland,Americas,Central Banks / Official Institutions,USD,FY17,
TD Securities,North America,Banks/Bank Treasuries/Corporates,USD,FY19,Bank Treasuries
Castleoak X4 -State of Illionis,Americas,Central Banks / Official Institutions,USD,FY17,
CENTRAL BANK OF LUXEMBOURG,Europe,Central Banks / Official Institutions,USD,FY17,
"CIM BANQUE SA, GENEVA",Europe,Banks/Bank Treasuries/Corporates,USD,FY17,Bank Treasuries
City and County of San Francisco,Americas,Central Banks / Official Institutions,USD,FY17,
County of San Bernardino,Americas,Central Banks / Official Institutions,USD,FY17,
CREDIT SUISSE SECURITIES,Europe,Banks/Bank Treasuries/Corporates,USD,FY17,Bank Treasuries
D & R ASSET MANANGMENT,Europe,Asset Managers/Insurance/Pension Funds,USD,FY17,
DEUTSCHE APOTHEKER UND ARZTEBANK EG,Europe,Banks/Bank Treasuries/Corporates,USD,FY17,Bank Treasuries
"Deutsche Asset Management / DWS, Germany",Europe,Asset Managers/Insurance/Pension Funds,USD,FY17,
"DEUTSCHE ASSET MGMT, NY",Americas,Asset Managers/Insurance/Pension Funds,USD,FY17,
DEUTSCHE BANK AG,Europe,Banks/Bank Treasuries/Corporates,USD,FY17,Bank Treasuries
"DEUTSCHE BUNDESBANK ECB, FRANKFURT",Europe,Central Banks / Official Institutions,USD,FY17,
Donner & Reuschel AG MUNICH,Europe,Banks/Bank Treasuries/Corporates,USD,FY17,
Element Capital,Americas,Asset Managers/Insurance/Pension Funds,USD,FY17,
Evli Asset Management,Europe,Asset Managers/Insurance/Pension Funds,USD,FY17,
TD Treasury,Asia,Banks / Corporates,USD,FY16,Bank Treasuries
"FIRST INTERNATIONAL BANK OF ISRAEL LTD, TEL-AVIV",Middle East & Africa,Banks/Bank Treasuries/Corporates,USD,FY17,Bank Treasuries
FISCHER FRANCIS TREES & WATTS INC,Americas,Asset Managers/Insurance/Pension Funds,USD,FY17,
General-Re New England Asset Management,Americas,Asset Managers/Insurance/Pension Funds,USD,FY17,
Goldman Sachs Portfolio Management ,Americas,Asset Managers/Insurance/Pension Funds,USD,FY17,
Incap X1 -Great Pacific Securities,Americas,Asset Managers/Insurance/Pension Funds,USD,FY17,
Incap X2 -Neuberger Berman,Americas,Asset Managers/Insurance/Pension Funds,USD,FY17,
INTERMONTE SIM SPA,Europe,Banks/Bank Treasuries/Corporates,USD,FY17,Bank Treasuries
"INVEST BANCA SPA, ROME",Europe,Banks/Bank Treasuries/Corporates,USD,FY17,Bank Treasuries
"ISRAEL DISCOUNT BANK,TEL",Middle East & Africa,Banks/Bank Treasuries/Corporates,USD,FY17,Bank Treasuries
"LGT BANK IN LIECHTENSTEIN AG, HK",Europe,Banks/Bank Treasuries/Corporates,USD,FY17,Bank Treasuries
"LGT INVESTMENT MANAGEMENT (ASIA) LTD, HK",Asia,Asset Managers/Insurance/Pension Funds,USD,FY17,
"LUZERNER KANTBK,LUCERNE",Europe,Banks/Bank Treasuries/Corporates,USD,FY17,Bank Treasuries
MAGYAR NEMZETI BANK,Europe,Central Banks / Official Institutions,USD,FY17,
"MARINER INVESTMENT GROUP, NY",Americas,Asset Managers/Insurance/Pension Funds,USD,FY17,
"MARZOTTO SIM S.P.A., MILAN",Europe,Banks/Bank Treasuries/Corporates,USD,FY17,Bank Treasuries
MINT PARTNERS LTD,Europe,Asset Managers/Insurance/Pension Funds,USD,FY17,
"MORGAN STANLEY AND CO INTERNATIONAL PLC, LONDON",Europe,Banks/Bank Treasuries/Corporates,USD,FY17,Bank Treasuries
MS X1 -Merion Am,Europe,Asset Managers/Insurance/Pension Funds,USD,FY17,
MS/DB joint X -Wharton,Europe,Asset Managers/Insurance/Pension Funds,USD,FY17,
TD Treasury,Americas,Banks / Banks Treasuries / Corporates,USD,FY16,Bank Treasuries
"NATIONAL BANK OF BELGIUM, BRUSSELS",Europe,Banks/Bank Treasuries/Corporates,USD,FY17,Bank Treasuries
"NEUBERGER BERMAN LLC, NEW YORK",Americas,Asset Managers/Insurance/Pension Funds,USD,FY17,
"NISA INVESTMENT ADVISORS LLC, ST LOUIS",Americas,Asset Managers/Insurance/Pension Funds,USD,FY17,
Northern Trust Quantitative Advisors,Americas,Asset Managers/Insurance/Pension Funds,USD,FY17,
"PFM ASSET MANAGEMENT LLC, HARRISBURG",Americas,Asset Managers/Insurance/Pension Funds,USD,FY17,
"PPM AMERICA INC, CHICAGO",Americas,Asset Managers/Insurance/Pension Funds,USD,FY17,
"PRUDENTIAL INV MGMT INC GOF, NEWARK",Americas,Asset Managers/Insurance/Pension Funds,USD,FY17,
"RABOBANK NEDERLAND,LONDON",Europe,Banks/Bank Treasuries/Corporates,USD,FY17,Bank Treasuries
"RAHN AND BODMER BANQUIERS, ZURICH",Europe,Banks/Bank Treasuries/Corporates,USD,FY17,Bank Treasuries
RAIFFEISEN BANK INTERNATIONAL AG,Europe,Banks/Bank Treasuries/Corporates,USD,FY17,Bank Treasuries
TD Treasury,Americas,Banks / Bank Treasuries / Corporates,USD,FY15,Bank Treasuries
RBC X 1 -Barak Capital ,Middle East & Africa,Asset Managers/Insurance/Pension Funds,USD,FY17,
RBC X 2 -XXX,Asia,Central Banks / Official Institutions,USD,FY17,
"RESERVE BANK OF INDIA, MUMBAI",Asia,Central Banks / Official Institutions,USD,FY17,
RUSSIA,Europe,Central Banks / Official Institutions,USD,FY17,
"SAUDI ARABIAN MONETARY AGENCY,RIY",Middle East & Africa,Central Banks / Official Institutions,USD,FY17,
SRBL-Millenium,Americas,Asset Managers/Insurance/Pension Funds,USD,FY17,
Standish Mellon Asset Management (UK) Limited,Europe,Asset Managers/Insurance/Pension Funds,USD,FY17,
STATE ADMINISTRATION OF FOREIGN EXCHANGE,Asia,Central Banks / Official Institutions,USD,FY17,
"SUOMEN PANKKI, CENTRAL BANK OF FINLAND",Europe,Central Banks / Official Institutions,USD,FY17,
Swatch Group AG,Europe,Banks/Bank Treasuries/Corporates,USD,FY17,
"SWISS INVESTMENT CORPORATION LIMITED, LONDON",Europe,Asset Managers/Insurance/Pension Funds,USD,FY17,
"SWISS NATIONAL BANK, ZUR",Europe,Central Banks / Official Institutions,USD,FY17,
